Owner,year,production,emissions
Fangda Special Steel Technology Co Ltd,2028,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2029,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2030,2296.0,4821.6
Fujian Dingsheng Steel Co Ltd,2020,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2021,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2022,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2023,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2024,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2025,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2026,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2027,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2028,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2029,1259.98,629.99
Fujian Dingsheng Steel Co Ltd,2030,1259.98,629.99
Fujian Dingxin Industry Co Ltd,2020,438.0,219.0
Fujian Dingxin Industry Co Ltd,2021,438.0,219.0
Fujian Dingxin Industry Co Ltd,2022,438.0,219.0
Fujian Dingxin Industry Co Ltd,2023,438.0,219.0
Fujian Dingxin Industry Co Ltd,2024,438.0,219.0
Fujian Dingxin Industry Co Ltd,2025,438.0,219.0
Fujian Dingxin Industry Co Ltd,2026,438.0,219.0
Fujian Dingxin Industry Co Ltd,2027,438.0,219.0
Fujian Dingxin Industry Co Ltd,2028,438.0,219.0
Fujian Dingxin Industry Co Ltd,2029,438.0,219.0
Fujian Dingxin Industry Co Ltd,2030,438.0,219.0
Fujian Fuxin Special Steel Co Ltd,2020,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2021,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2022,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2023,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2024,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2025,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2026,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2027,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2028,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2029,525.6,262.8
Fujian Fuxin Special Steel Co Ltd,2030,525.6,262.8
Fujian Great Dong Hai Industrial Group Co Ltd,2020,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2021,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2022,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2023,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2024,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2025,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2026,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2027,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2028,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2029,3029.8999999999996,6362.789999999999
Fujian Great Dong Hai Industrial Group Co Ltd,2030,3029.8999999999996,6362.789999999999
Fujian Longgang New Materials Co Ltd,2020,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2021,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2022,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2023,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2024,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2025,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2026,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2027,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2028,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2029,992.1999999999999,2083.62
Fujian Longgang New Materials Co Ltd,2030,992.1999999999999,2083.62
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2020,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2021,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2022,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2023,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2024,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2025,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2026,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2027,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2028,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2029,2173.0,4563.3
Fujian Luoyuan Minguang Iron & Steel Co Ltd,2030,2173.0,4563.3
Fujian Qingtuo New Material Co Ltd,2023,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2024,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2025,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2026,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2027,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2028,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2029,699.34,349.67
Fujian Qingtuo New Material Co Ltd,2030,699.34,349.67
Fujian San'an Iron & Steel Co Ltd,2020,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2021,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2022,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2023,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2024,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2025,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2026,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2027,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2028,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2029,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,2030,0.0,0.0
Fujian Sanbao Steel Co Ltd,2020,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2021,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2022,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2023,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2024,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2025,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2026,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2027,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2028,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2029,5080.719999999999,10669.511999999999
Fujian Sanbao Steel Co Ltd,2030,5080.719999999999,10669.511999999999
Fujian Tsingtuo Nickel Industry Co Ltd,2020,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2021,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2022,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2023,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2024,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2025,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2026,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2027,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2028,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2029,2190.0,1095.0
Fujian Tsingtuo Nickel Industry Co Ltd,2030,2190.0,1095.0
Fujian Wuhang Stainless Steel Products Co Ltd,2020,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2021,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2022,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2023,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2024,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2025,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2026,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2027,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2028,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2029,1460.0,730.0
Fujian Wuhang Stainless Steel Products Co Ltd,2030,1460.0,730.0
Fulun Iron & Steel Co Ltd,2020,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2021,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2022,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2023,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2024,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2025,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2026,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2027,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2028,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2029,2214.0,4649.400000000001
Fulun Iron & Steel Co Ltd,2030,2214.0,4649.400000000001
Fushun HANWANG Direct Reduced Iron Co Ltd,2020,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2021,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2022,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2023,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2024,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2025,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2026,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2027,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2028,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2029,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,2030,0.0,0.0
Fushun New Steel Corp Ltd,2020,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2021,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2022,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2023,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2024,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2025,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2026,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2027,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2028,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2029,2214.0,4649.400000000001
Fushun New Steel Corp Ltd,2030,2214.0,4649.400000000001
Fushun Special Steel Co Ltd,2020,729.27,364.635
Fushun Special Steel Co Ltd,2021,729.27,364.635
Fushun Special Steel Co Ltd,2022,729.27,364.635
Fushun Special Steel Co Ltd,2023,729.27,364.635
Fushun Special Steel Co Ltd,2024,729.27,364.635
Fushun Special Steel Co Ltd,2025,729.27,364.635
Fushun Special Steel Co Ltd,2026,729.27,364.635
Fushun Special Steel Co Ltd,2027,729.27,364.635
Fushun Special Steel Co Ltd,2028,729.27,364.635
Fushun Special Steel Co Ltd,2029,729.27,364.635
Fushun Special Steel Co Ltd,2030,729.27,364.635
Fuzhou Wuhang Steel Products Co Ltd,2021,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2022,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2023,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2024,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2025,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2026,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2027,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2028,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2029,1460.0,730.0
Fuzhou Wuhang Steel Products Co Ltd,2030,1460.0,730.0
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2020,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2021,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2022,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2023,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2024,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2025,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2026,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2027,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2028,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2029,3881.8799999999997,8151.947999999999
Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,2030,3881.8799999999997,8151.947999999999
Gaolan County Lanxin Steel Co Ltd,2020,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2021,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2022,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2023,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2024,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2025,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2026,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2027,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2028,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2029,902.0,1894.2
Gaolan County Lanxin Steel Co Ltd,2030,902.0,1894.2
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2020,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2021,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2022,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2023,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2024,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2025,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2026,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2027,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2028,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2029,0.0,0.0
GuangDong Xinxing Ductile Iron Pipes Co Ltd,2030,0.0,0.0
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2020,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2021,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2022,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2023,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2024,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2025,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2026,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2027,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2028,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2029,365.0,182.5
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",2030,365.0,182.5
Guangdong Guangqing METAL Technology Co Ltd,2020,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2021,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2022,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2023,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2024,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2025,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2026,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2027,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2028,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2029,1460.0,730.0
Guangdong Guangqing METAL Technology Co Ltd,2030,1460.0,730.0
Guangdong Jingye Iron and Steel Co Ltd,2020,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2021,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2022,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2023,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2024,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2025,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2026,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2027,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2028,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2029,1640.0,3444.0
Guangdong Jingye Iron and Steel Co Ltd,2030,1640.0,3444.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2021,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2022,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2023,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2024,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2025,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2026,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2027,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2028,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2029,1752.0,876.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,2030,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2023,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2024,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2025,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2026,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2027,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2028,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2029,1752.0,876.0
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2030,1752.0,876.0
Guangdong Yuebei United Steel Co Ltd,2020,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2021,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2022,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2023,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2024,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2025,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2026,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2027,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2028,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2029,1500.1499999999999,750.0749999999999
Guangdong Yuebei United Steel Co Ltd,2030,1500.1499999999999,750.0749999999999
Guangshui Huaxin Smelt Industry Co Ltd,2020,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2021,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2022,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2023,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2024,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2025,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2026,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2027,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2028,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2029,634.37,317.185
Guangshui Huaxin Smelt Industry Co Ltd,2030,634.37,317.185
Guangxi BG New Materials Co Ltd,2020,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2021,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2022,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2023,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2024,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2025,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2026,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2027,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2028,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2029,2482.0,1241.0
Guangxi BG New Materials Co Ltd,2030,2482.0,1241.0
Guangxi Chiji Iron and Steel Co Ltd,2020,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2021,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2022,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2023,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2024,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2025,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2026,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2027,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2028,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2029,3935.9999999999995,8265.599999999999
Guangxi Chiji Iron and Steel Co Ltd,2030,3935.9999999999995,8265.599999999999
Guangxi Guigang Iron and Steel Group Co Ltd,2020,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2021,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2022,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2023,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2024,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2025,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2026,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2027,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2028,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2029,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Co Ltd,2030,1148.0,2410.8
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2020,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2021,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2022,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2023,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2024,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2025,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2026,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2027,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2028,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2029,876.0,438.0
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,2030,876.0,438.0
Guangxi Guixin Steel Group Co Ltd,2020,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2021,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2022,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2023,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2024,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2025,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2026,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2027,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2028,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2029,4961.0,10418.1
Guangxi Guixin Steel Group Co Ltd,2030,4961.0,10418.1
Guangxi Hezhou Kexinda Metal Products Co Ltd,2020,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2021,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2022,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2023,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2024,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2025,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2026,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2027,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2028,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2029,839.5,419.75
Guangxi Hezhou Kexinda Metal Products Co Ltd,2030,839.5,419.75
Guangxi Iron and Steel Group Co Ltd,2020,6888.0,14464.800000000001
Guangxi Iron and Steel Group Co Ltd,2021,6888.0,14464.800000000001
